human,cause,country,birthdate,deathdate,gender_label,religion,occupation
John III Sobieski,natural causes,Grand Duchy of Lithuania,1629-08-17T00:00:00Z,1696-06-17T00:00:00Z,male,Catholicism,military leader
Ta Mok,natural causes,Cambodia,1926-01-01T00:00:00Z,2006-07-21T00:00:00Z,male,Buddhism,military leader
Friedrich Paulus,natural causes,German Empire,1890-09-21T00:00:00Z,1957-02-01T00:00:00Z,male,Catholic Church,resistance fighter
Muhammad Ahmad ibn ʿAbdallah,natural causes,Khedivate of Egypt,1844-08-12T00:00:00Z,1885-06-22T00:00:00Z,male,Sunni Islam,resistance fighter
Johan Huizinga,natural causes,Kingdom of the Netherlands,1872-12-07T00:00:00Z,1945-02-01T00:00:00Z,male,Mennonite Church in the Netherlands,resistance fighter
Jusuf Prazina,homicide,Bosnia and Herzegovina,1962-09-07T00:00:00Z,1993-12-04T00:00:00Z,male,Islam,military leader
Jalaluddin Haqqani,natural causes,Afghanistan,1939-01-01T00:00:00Z,2018-09-03T00:00:00Z,male,Sunni Islam,military leader
Abu Ubaidah ibn al-Jarrah,natural causes,Rashidun Caliphates,0581-01-01T00:00:00Z,0639-01-01T00:00:00Z,male,Islam,military leader
Muhammad Ahmad ibn ʿAbdallah,natural causes,Sultanate of Darfur,1844-08-12T00:00:00Z,1885-06-22T00:00:00Z,male,Sufism,resistance fighter
Muhammad Ahmad ibn ʿAbdallah,natural causes,Mahdist Sudan,1844-08-12T00:00:00Z,1885-06-22T00:00:00Z,male,Samaniyya,military leader
Karađorđe,homicide,Ottoman Empire,1768-11-14T00:00:00Z,1817-07-26T00:00:00Z,male,Serbian Orthodox Church,resistance fighter
Gerhard Hirschfelder,natural causes,German Reich,1907-01-01T00:00:00Z,1942-01-01T00:00:00Z,male,Catholic Church,resistance fighter
Friedrich Paulus,natural causes,Weimar Republic,1890-09-23T00:00:00Z,1957-02-01T00:00:00Z,male,Catholic Church,resistance fighter
Todor Zhivkov,natural causes,Kingdom of Bulgaria,1911-09-07T00:00:00Z,1998-08-05T00:00:00Z,male,atheism,resistance fighter
Muhammad Ahmad ibn ʿAbdallah,natural causes,Mahdist Sudan,1844-08-12T00:00:00Z,1885-06-22T00:00:00Z,male,Samaniyya,resistance fighter
Ernst Wiechert,natural causes,German Reich,1887-05-18T00:00:00Z,1950-08-24T00:00:00Z,male,Catholic Church,resistance fighter
Leo Moonen,natural causes,Kingdom of the Netherlands,1895-08-31T00:00:00Z,1945-04-02T00:00:00Z,male,Catholic Church,resistance fighter
Amar Bose,natural causes,British India,1929-11-02T00:00:00Z,2013-07-12T00:00:00Z,male,Hinduism,audio engineer
Amar Bose,natural causes,United States of America,1929-11-02T00:00:00Z,2013-07-12T00:00:00Z,male,Hinduism,audio engineer
Amar Bose,natural causes,India,1929-11-02T00:00:00Z,2013-07-12T00:00:00Z,male,Hinduism,audio engineer
Amar Bose,natural causes,Dominion of India,1929-11-02T00:00:00Z,2013-07-12T00:00:00Z,male,Hinduism,audio engineer
Alī ibn Abī Ṭālib,homicide,Rashidun Caliphates,0601-09-18T00:00:00Z,0661-02-01T00:00:00Z,male,Islam,Islamic jurist
Ali ibn Muhammad al-Ramadhan,homicide,First Saudi State,1771-01-01T00:00:00Z,1849-01-01T00:00:00Z,male,Twelvers,Islamic jurist
Mostafa Khorramdel,natural causes,Iran,1936-01-01T00:00:00Z,2020-05-24T00:00:00Z,male,Islam,Islamic jurist
Mahmoud Hashemi Shahroudi,natural causes,Iran,1948-08-15T00:00:00Z,2018-12-24T00:00:00Z,male,Christian,Islamic jurist
Abdullah ibn Umar ibn Duhaysh,natural causes,Sultanate of Nejd,1903-03-19T00:00:00Z,1986-01-19T00:00:00Z,male,Islam,Islamic jurist
Muhammad Sayyid Tantawy,natural causes,Egypt,1928-10-28T00:00:00Z,2010-03-10T00:00:00Z,male,Sunni Islam,Islamic jurist
Ali Yathribi Kashani,natural causes,Iran,1894-01-01T00:00:00Z,1960-01-04T00:00:00Z,male,Islam,Islamic jurist
Abdullah ibn Umar ibn Duhaysh,natural causes,Kingdom of Nejd and Hejaz,1903-03-19T00:00:00Z,1986-01-19T00:00:00Z,male,Islam,Islamic jurist
Muhamamd ibn Hussein al-Ali,natural causes,Sultanate of Nejd,1902-01-01T00:00:00Z,1968-10-03T00:00:00Z,male,Twelvers,Islamic jurist
Muhamamd ibn Hussein al-Ali,natural causes,Kingdom of Nejd and Hejaz,1902-01-01T00:00:00Z,1968-10-03T00:00:00Z,male,Twelvers,Islamic jurist
Mohammad Kazem Shariatmadari,natural causes,Imperial State of Iran,1906-01-06T00:00:00Z,1986-04-03T00:00:00Z,male,Twelvers,Islamic jurist
Abdullah ibn Umar ibn Duhaysh,natural causes,Emirate of Nejd and Hasa,1903-03-19T00:00:00Z,1986-01-19T00:00:00Z,male,Sunni Islam,Islamic jurist
Abdullah ibn Umar ibn Duhaysh,natural causes,Saudi Arabia,1903-03-19T00:00:00Z,1986-01-19T00:00:00Z,male,Hanbalism,Islamic jurist
Corita Kent,natural causes,United States of America,1918-11-20T00:00:00Z,1986-09-18T00:00:00Z,female,Catholic Church,postage stamp designer
Muhammad ibn al Uthaymeen,natural causes,Saudi Arabia,1925-03-09T00:00:00Z,2001-01-11T00:00:00Z,male,Sunni Islam,Islamic jurist
Mohammad Kazem Shariatmadari,natural causes,Qajar Iran,1906-01-06T00:00:00Z,1986-04-03T00:00:00Z,male,Islam,Islamic jurist
Muhammad Sayyid Tantawy,natural causes,Egypt,1928-10-28T00:00:00Z,2010-03-10T00:00:00Z,male,Islam,Islamic jurist
Abdullah ibn Umar ibn Duhaysh,natural causes,Sultanate of Nejd,1903-03-19T00:00:00Z,1986-01-19T00:00:00Z,male,Hanbalism,Islamic jurist
Abdullah ibn Umar ibn Duhaysh,natural causes,Kingdom of Nejd and Hejaz,1903-03-19T00:00:00Z,1986-01-19T00:00:00Z,male,Hanbalism,Islamic jurist
Abdullah ibn Umar ibn Duhaysh,natural causes,Emirate of Nejd and Hasa,1903-03-19T00:00:00Z,1986-01-19T00:00:00Z,male,Islam,Islamic jurist
Mohammad Kazem Shariatmadari,natural causes,Qajar Iran,1906-01-06T00:00:00Z,1986-04-03T00:00:00Z,male,Twelvers,Islamic jurist
Alī ibn Abī Ṭālib,homicide,Rashidun Caliphates,0601-09-18T00:00:00Z,0661-01-28T00:00:00Z,male,Islam,Islamic jurist
"Joachim Frederick, Elector of Brandenburg",natural causes,Germany,1546-01-27T00:00:00Z,1608-07-18T00:00:00Z,male,Lutheranism,apostolic administrator
"Joachim Frederick, Elector of Brandenburg",natural causes,Germany,1546-01-27T00:00:00Z,1608-07-28T00:00:00Z,male,Lutheranism,apostolic administrator
Muhammad ibn al Uthaymeen,natural causes,Saudi Arabia,1925-03-09T00:00:00Z,2001-01-11T00:00:00Z,male,Islam,Islamic jurist
Mostafa Khorramdel,natural causes,Imperial State of Iran,1936-01-01T00:00:00Z,2020-05-24T00:00:00Z,male,Islam,Islamic jurist
Muhamamd ibn Hussein al-Ali,natural causes,Saudi Arabia,1902-01-01T00:00:00Z,1968-10-03T00:00:00Z,male,Usuli,Islamic jurist
Mohammad Kazem Shariatmadari,natural causes,Iran,1906-01-06T00:00:00Z,1986-04-03T00:00:00Z,male,Islam,Islamic jurist
Mahmoud Hashemi Shahroudi,natural causes,Iraq,1948-08-15T00:00:00Z,2018-12-24T00:00:00Z,male,Christian,Islamic jurist
Muhamamd ibn Hussein al-Ali,natural causes,Modern Saudi State,1902-01-01T00:00:00Z,1968-10-03T00:00:00Z,male,Usuli,Islamic jurist
Ali Yathribi Kashani,natural causes,Iraq,1894-01-01T00:00:00Z,1960-01-04T00:00:00Z,male,Islam,Islamic jurist
Abdullah ibn Umar ibn Duhaysh,natural causes,Saudi Arabia,1903-03-19T00:00:00Z,1986-01-19T00:00:00Z,male,Sunni Islam,Islamic jurist
Abdullah ibn Umar ibn Duhaysh,natural causes,Emirate of Nejd and Hasa,1903-03-19T00:00:00Z,1986-01-19T00:00:00Z,male,Hanbalism,Islamic jurist
Mohammad Kazem Shariatmadari,natural causes,Iran,1906-01-06T00:00:00Z,1986-04-03T00:00:00Z,male,Twelvers,Islamic jurist
Ali ibn Muhammad al-Ramadhan,homicide,Second Saudi State,1771-01-01T00:00:00Z,1849-01-01T00:00:00Z,male,Islam,Islamic jurist
Muhammad ibn al Uthaymeen,natural causes,El Riyad,1925-03-09T00:00:00Z,2001-01-11T00:00:00Z,male,Sunni Islam,Islamic jurist
Muhamamd ibn Hussein al-Ali,natural causes,Saudi Arabia,1902-01-01T00:00:00Z,1968-10-03T00:00:00Z,male,Islam,Islamic jurist
Muhamamd ibn Hussein al-Ali,natural causes,Sultanate of Nejd,1902-01-01T00:00:00Z,1968-10-03T00:00:00Z,male,Usuli,Islamic jurist
Muhamamd ibn Hussein al-Ali,natural causes,Modern Saudi State,1902-01-01T00:00:00Z,1968-10-03T00:00:00Z,male,Islam,Islamic jurist
Muhamamd ibn Hussein al-Ali,natural causes,Kingdom of Nejd and Hejaz,1902-01-01T00:00:00Z,1968-10-03T00:00:00Z,male,Usuli,Islamic jurist
Abdullah ibn Umar ibn Duhaysh,natural causes,Sultanate of Nejd,1903-03-19T00:00:00Z,1986-01-19T00:00:00Z,male,Sunni Islam,Islamic jurist
Abdullah ibn Umar ibn Duhaysh,natural causes,Kingdom of Nejd and Hejaz,1903-03-19T00:00:00Z,1986-01-19T00:00:00Z,male,Sunni Islam,Islamic jurist
Abdullah ibn Umar ibn Duhaysh,natural causes,Saudi Arabia,1903-03-19T00:00:00Z,1986-01-19T00:00:00Z,male,Islam,Islamic jurist
Ali ibn Muhammad al-Ramadhan,homicide,Second Saudi State,1771-01-01T00:00:00Z,1849-01-01T00:00:00Z,male,Twelvers,Islamic jurist
Muhamamd ibn Hussein al-Ali,natural causes,Saudi Arabia,1902-01-01T00:00:00Z,1968-10-03T00:00:00Z,male,Twelvers,Islamic jurist
Ali ibn Muhammad al-Ramadhan,homicide,First Saudi State,1771-01-01T00:00:00Z,1849-01-01T00:00:00Z,male,Islam,Islamic jurist
Muhamamd ibn Hussein al-Ali,natural causes,Modern Saudi State,1902-01-01T00:00:00Z,1968-10-03T00:00:00Z,male,Twelvers,Islamic jurist
Muhamamd ibn Hussein al-Ali,natural causes,Sultanate of Nejd,1902-01-01T00:00:00Z,1968-10-03T00:00:00Z,male,Islam,Islamic jurist
Muhamamd ibn Hussein al-Ali,natural causes,Kingdom of Nejd and Hejaz,1902-01-01T00:00:00Z,1968-10-03T00:00:00Z,male,Islam,Islamic jurist
Mohammad Kazem Shariatmadari,natural causes,Imperial State of Iran,1906-01-06T00:00:00Z,1986-04-03T00:00:00Z,male,Islam,Islamic jurist
Muhammad ibn al Uthaymeen,natural causes,El Riyad,1925-03-09T00:00:00Z,2001-01-11T00:00:00Z,male,Islam,Islamic jurist
Ismail Gulgee,homicide,British India,1926-10-25T00:00:00Z,2007-12-16T00:00:00Z,male,Islam,sculptor
Earl W. Bascom,natural causes,United States of America,1906-06-19T00:00:00Z,1995-08-28T00:00:00Z,male,The Church of Jesus Christ of Latter-day Saints,sculptor
Tyeb Mehta,natural causes,India,1925-07-26T00:00:00Z,2009-07-02T00:00:00Z,male,Islam,sculptor
Amedeo Modigliani,natural causes,Kingdom of Italy,1884-07-12T00:00:00Z,1920-01-24T00:00:00Z,male,Judaism,sculptor
"Henrik, Prince Consort of Denmark",natural causes,France,1934-06-11T00:00:00Z,2018-02-13T00:00:00Z,male,Church of Denmark,sculptor
Claudio Granzotto,natural causes,Kingdom of Italy,1900-08-23T00:00:00Z,1947-08-15T00:00:00Z,male,Catholic Church,sculptor
Ernesto Cardenal,natural causes,Nicaragua,1925-01-20T00:00:00Z,2020-03-01T00:00:00Z,male,Catholicism,sculptor
Cyprian Norwid,natural causes,Russian Empire,1821-09-24T00:00:00Z,1883-05-23T00:00:00Z,male,Catholic Church,sculptor
"Henrik, Prince Consort of Denmark",natural causes,Denmark,1934-06-11T00:00:00Z,2018-02-13T00:00:00Z,male,Church of Denmark,sculptor
Henri Matisse,natural causes,France,1869-12-31T00:00:00Z,1954-11-03T00:00:00Z,male,atheism,sculptor
Claudio Granzotto,natural causes,Italy,1900-08-23T00:00:00Z,1947-08-15T00:00:00Z,male,Catholic Church,sculptor
Marie Bashkirtseff,natural causes,Russian Empire,1860-11-23T00:00:00Z,1884-11-12T00:00:00Z,female,Eastern Orthodox Church,sculptor
Janwillem van de Wetering,natural causes,Kingdom of the Netherlands,1931-03-12T00:00:00Z,2008-07-04T00:00:00Z,male,Buddhism,sculptor
Tyeb Mehta,natural causes,India,1925-07-26T00:00:00Z,2009-07-01T00:00:00Z,male,Islam,sculptor
Tyeb Mehta,natural causes,British India,1925-07-26T00:00:00Z,2009-07-02T00:00:00Z,male,Islam,sculptor
Janwillem van de Wetering,natural causes,United States of America,1931-03-12T00:00:00Z,2008-07-04T00:00:00Z,male,Buddhism,sculptor
Judit Bar-Ilan,natural causes,Israel,1958-01-01T00:00:00Z,2019-07-16T00:00:00Z,female,Judaism,information scientist
Janwillem van de Wetering,natural causes,Kingdom of the Netherlands,1931-02-12T00:00:00Z,2008-07-04T00:00:00Z,male,Buddhism,sculptor
Norberto Padilla,natural causes,Argentina,1944-02-06T00:00:00Z,2020-06-18T00:00:00Z,male,Catholicism,senior lecturer
Maurice Ascalon,natural causes,Kingdom of Hungary,1913-01-01T00:00:00Z,2003-08-01T00:00:00Z,male,Judaism,sculptor
Cyprian Norwid,natural causes,Poland,1821-09-24T00:00:00Z,1883-05-23T00:00:00Z,male,Catholic Church,sculptor
Pablo Picasso,natural causes,Spain,1881-10-25T00:00:00Z,1973-04-08T00:00:00Z,male,atheism,sculptor
Ismail Gulgee,homicide,Pakistan,1926-10-25T00:00:00Z,2007-12-16T00:00:00Z,male,Islam,sculptor
Pablo Picasso,natural causes,Spain,1881-10-25T00:00:00Z,1973-04-08T00:00:00Z,male,Lapsed Catholic,sculptor
Jörg Immendorff,natural causes,Germany,1945-06-14T00:00:00Z,2007-05-28T00:00:00Z,male,Christianity,sculptor
Janwillem van de Wetering,natural causes,United States of America,1931-02-12T00:00:00Z,2008-07-04T00:00:00Z,male,Buddhism,sculptor
Leonardo da Vinci,natural causes,Republic of Florence,1452-04-24T00:00:00Z,1519-05-12T00:00:00Z,male,atheism,sculptor
Maurice Ascalon,natural causes,Israel,1913-01-01T00:00:00Z,2003-08-01T00:00:00Z,male,Judaism,sculptor
Tyeb Mehta,natural causes,British India,1925-07-26T00:00:00Z,2009-07-01T00:00:00Z,male,Islam,sculptor
Marie Bashkirtseff,natural causes,France,1860-11-23T00:00:00Z,1884-11-12T00:00:00Z,female,Eastern Orthodox Church,sculptor
Svetlana Beriosova,natural causes,United Kingdom,1932-09-24T00:00:00Z,1998-11-10T00:00:00Z,female,Russian Orthodox Church,ballet dancer
Isadora Duncan,accident,Soviet Union,1877-05-27T00:00:00Z,1927-09-14T00:00:00Z,female,atheism,ballet dancer
Isadora Duncan,accident,United States of America,1877-05-27T00:00:00Z,1927-09-14T00:00:00Z,female,atheism,ballet dancer
Aaliyah,accident,United States of America,1979-01-16T00:00:00Z,2001-08-25T00:00:00Z,female,Catholicism,ballet dancer
Gabriele D'Annunzio,natural causes,Kingdom of Italy,1863-03-12T00:00:00Z,1938-03-01T00:00:00Z,male,atheism,aircraft pilot
Prince Bernhard of the Netherlands,natural causes,Weimar Republic,1911-06-29T00:00:00Z,2004-12-01T00:00:00Z,male,Church of Lippe,aircraft pilot
Paul Tibbets,natural causes,United States of America,1915-02-23T00:00:00Z,2007-11-01T00:00:00Z,male,apostasy in Catholicism,aircraft pilot
Leonard Cheshire,natural causes,United Kingdom of Great Britain and Ireland,1917-09-07T00:00:00Z,1992-07-31T00:00:00Z,male,Catholic Church,aircraft pilot
Prince William of Gloucester,accident,United Kingdom,1941-12-18T00:00:00Z,1972-08-28T00:00:00Z,male,Church of England,aircraft pilot
Alan Shepard,natural causes,United States of America,1923-11-18T00:00:00Z,1998-07-21T00:00:00Z,male,Christian Science,aircraft pilot
James Lipton,natural causes,United States of America,1926-09-19T00:00:00Z,2020-03-02T00:00:00Z,male,atheism,aircraft pilot
Harry Houdini,natural causes,United States of America,1874-03-24T00:00:00Z,1926-10-31T00:00:00Z,male,Judaism,aircraft pilot
Hani Hanjour,suicide,Saudi Arabia,1972-08-13T00:00:00Z,2001-09-11T00:00:00Z,male,Sunni Islam,aircraft pilot
Stephen Paddock,suicide,United States of America,1953-04-09T00:00:00Z,2017-10-01T00:00:00Z,male,Judaism,aircraft pilot
John McCain,natural causes,United States of America,1936-08-29T00:00:00Z,2018-08-25T00:00:00Z,male,Baptists,aircraft pilot
Abdul Raziq,homicide,Afghanistan,1979-01-01T00:00:00Z,2018-10-18T00:00:00Z,male,Sunni Islam,police commissioner
John McCain,natural causes,United States of America,1936-08-29T00:00:00Z,2018-08-25T00:00:00Z,male,Protestantism,aircraft pilot
"Oscar Randolph Fladmark, Jr.",accident,United States of America,1922-06-23T00:00:00Z,1955-07-27T00:00:00Z,male,Lutheranism,aircraft pilot
Prince Bernhard of the Netherlands,natural causes,Kingdom of the Netherlands,1911-06-29T00:00:00Z,2004-12-01T00:00:00Z,male,Dutch Reformed Church,aircraft pilot
Howard Hughes,natural causes,United States of America,1905-12-24T00:00:00Z,1976-04-05T00:00:00Z,male,Methodism,aircraft pilot
Dzhokhar Dudayev,homicide,Soviet Union,1944-02-15T00:00:00Z,1996-04-21T00:00:00Z,male,Islam,aircraft pilot
Hermann Göring,suicide,Nazi Germany,1893-01-12T00:00:00Z,1946-10-15T00:00:00Z,male,Lutheranism,aircraft pilot
Milan Rastislav Štefánik,accident,France,1880-07-21T00:00:00Z,1919-05-04T00:00:00Z,male,Lutheranism,aircraft pilot
Barry Goldwater,natural causes,United States of America,1909-01-01T00:00:00Z,1998-05-29T00:00:00Z,male,Episcopal Church,aircraft pilot
Leonard Cheshire,natural causes,United Kingdom,1917-09-07T00:00:00Z,1992-07-31T00:00:00Z,male,Catholic Church,aircraft pilot
Prince Bernhard of the Netherlands,natural causes,Kingdom of the Netherlands,1911-06-29T00:00:00Z,2004-12-01T00:00:00Z,male,Church of Lippe,aircraft pilot
Hani Hanjour,suicide,Saudi Arabia,1972-08-13T00:00:00Z,2001-09-11T00:00:00Z,male,Islam,aircraft pilot
James Stewart,natural causes,United States of America,1908-05-20T00:00:00Z,1997-07-02T00:00:00Z,male,Presbyterianism,aircraft pilot
Harry Houdini,natural causes,Austria-Hungary,1874-03-24T00:00:00Z,1926-10-31T00:00:00Z,male,Judaism,aircraft pilot
Antoine de Saint-Exupéry,accident,France,1900-06-29T00:00:00Z,1944-07-31T00:00:00Z,male,Catholicism,aircraft pilot
Dzhokhar Dudayev,homicide,Chechen Republic of Ichkeria,1944-02-15T00:00:00Z,1996-04-21T00:00:00Z,male,Islam,aircraft pilot
Léon Bourjade,natural causes,France,1889-05-25T00:00:00Z,1924-10-22T00:00:00Z,male,Catholic Church,aircraft pilot
Reinhard Heydrich,homicide,German Reich,1904-03-07T00:00:00Z,1942-06-04T00:00:00Z,male,Lapsed Catholic,aircraft pilot
Paul MacCready,natural causes,United States of America,1925-09-29T00:00:00Z,2007-08-28T00:00:00Z,male,atheism,aircraft pilot
Hermann Göring,suicide,German Empire,1893-01-12T00:00:00Z,1946-10-15T00:00:00Z,male,Lutheranism,aircraft pilot
Milan Rastislav Štefánik,accident,Czechoslovakia,1880-07-21T00:00:00Z,1919-05-04T00:00:00Z,male,Lutheranism,aircraft pilot
Joyce Lin,accident,United States of America,1979-01-01T00:00:00Z,2020-05-12T00:00:00Z,female,Evangelicalism,aircraft pilot
Hani Hanjour,suicide,Saudi Arabia,1972-08-13T00:00:00Z,2001-09-11T00:00:00Z,male,Qutbism,aircraft pilot
Rudolf Hess,suicide,Germany,1894-04-26T00:00:00Z,1987-08-17T00:00:00Z,male,apostasy in Catholicism,aircraft pilot
Prince Bernhard of the Netherlands,natural causes,German Empire,1911-06-29T00:00:00Z,2004-12-01T00:00:00Z,male,Dutch Reformed Church,aircraft pilot
Gene Roddenberry,natural causes,United States of America,1921-08-19T00:00:00Z,1991-10-24T00:00:00Z,male,atheism,aircraft pilot
Charles Lindbergh,natural causes,United States of America,1902-02-04T00:00:00Z,1974-08-26T00:00:00Z,male,Lutheranism,aircraft pilot
Prince Bernhard of the Netherlands,natural causes,German Empire,1911-06-29T00:00:00Z,2004-12-01T00:00:00Z,male,Church of Lippe,aircraft pilot
George Lincoln Rockwell,homicide,United States of America,1918-03-09T00:00:00Z,1967-08-25T00:00:00Z,male,Christianity,aircraft pilot
Prince Bernhard of the Netherlands,natural causes,Weimar Republic,1911-06-29T00:00:00Z,2004-12-01T00:00:00Z,male,Dutch Reformed Church,aircraft pilot
Barry Goldwater,natural causes,United States of America,1909-01-02T00:00:00Z,1998-05-29T00:00:00Z,male,Episcopal Church,aircraft pilot
John McCain,natural causes,United States of America,1936-08-29T00:00:00Z,2018-08-25T00:00:00Z,male,Southern Baptist Convention,aircraft pilot
Jerry Brudos,natural causes,United States of America,1939-01-31T00:00:00Z,2006-03-28T00:00:00Z,male,apostasy in Catholicism,criminal
Jean-Bedel Bokassa,natural causes,France,1921-02-22T00:00:00Z,1996-11-03T00:00:00Z,male,Islam,criminal
Frank Sheeran,natural causes,United States of America,1920-10-25T00:00:00Z,2003-12-14T00:00:00Z,male,Catholicism,criminal
Abu Musab al-Zarqawi,homicide,Jordan,1966-10-30T00:00:00Z,2006-06-07T00:00:00Z,male,Sunni Islam,criminal
Joe Gallo,homicide,United States of America,1929-04-07T00:00:00Z,1972-04-07T00:00:00Z,male,Catholicism,criminal
Dutch Schultz,homicide,United States of America,1901-08-06T00:00:00Z,1935-10-24T00:00:00Z,male,Judaism,criminal
